name,comment_id,reply_name,reply_text,source,text
超鬼的西瓜,4087872266736315,钓鱼FISHING,回复<a href='http://m.weibo.cn/n/杨梵希全国总代'>@杨梵希全国总代</a>:萨德是美国部署在韩国的，为什么不抵制美国，说别人工作不要紧可以再找的，为什么不扔掉苹果手机，再买华为小米,iPhone 7 Plus,回复<a href='http://m.weibo.cn/n/钓鱼FISHING'>@钓鱼FISHING</a>:美国抵制的起么，不要只抵制品牌，美国所有的技术全部不要，你看我们会回到哪个年代，还有美国要是对中国经济制裁后果也是很可怕的
一穗灯花茶烟透碧纱,4087872266574791,猫巷里的树语,希望政府能安顿中国员工吧。。,OPPO R9s,"回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:中国最不缺的就是超市<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_landelini-bc8d668f14.png"" style=""width:1em;height:1em;;""></span>"
爱情三十六计688,4087872250667278,李小朴,棒子国有萨德，但中国有萨逼啊！谁怕谁啊！,荣耀6,回复<a href='http://m.weibo.cn/n/李小朴'>@李小朴</a>:这爆脾气，离你远点，你这虎了吧唧的逼急了连自己都骂呀！
不关你的鸟事,4087872246621121,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,Android,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:你妈
傅大瑜,4087872203961700,说个晚安,你们有没有发现微博的赞变成蓝色了,iPhone 6s,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:图片评论 
我是Eason王,4087872182949552,粤东孺子牛,回复<a href='http://m.weibo.cn/n/我是Eason王'>@我是Eason王</a>:似乎你有某种自以为是的优越感，看来真是个没有思想的人。,iPhone 7 Plus,回复<a href='http://m.weibo.cn/n/粤东孺子牛'>@粤东孺子牛</a>:嗯，这么有能耐，抵制一个超市，你真有思想。
图图叫我damery,4087872095248258,说个晚安,你们有没有发现微博的赞变成蓝色了,iPhone 6s,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:赶紧滚
鲜奶睡上小蛋糕,4087872070572943,没正形儿的炜君,-,iPhone 6s,<a href='http://m.weibo.cn/n/没正形儿的炜君'>@没正形儿的炜君</a>
爱跳舞的鞋子2016,4087872002285804,-,-,红米Pro,"没几个敢抵制美国的，所以。。。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;;""></span>"
然娃198611,4087871930969286,风无影134521,没人管下岗职工的死活，他们只管&quot;爱国&quot;,OPPO智能手机,回复<a href='http://m.weibo.cn/n/风无影134521'>@风无影134521</a>:好好读书吧，脑子有坑，别丢人现眼了
怒罵鮮衣少年時,4087871830782909,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,iPhone 6s Plus,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:你的美爹也抵制华企，也让在美国的华企倒闭，让美国人失业，你为什么看不见？当中国好不容易做出行动了，你们这群公知又出来了？中国要是不作为你们岂不是又要说中国无能？真是什么花都让你们说了 
转折点Smile,4087871801326162,-,-,万人迷OPPO R7,哈哈，干得漂亮，滚回你国，抱着萨德过日子吧
洛克工作室-SNEAKER,4087871742804687,-,-,小米手机5,自作虐不可活，乐天只是韩国政府的弃子
你看起来好像很好吃的样子yn,4087871659383528,-,-,iPhone 6,爽
幻影Devilskiss,4087871616337666,-,-,魅蓝手机,"觉得没乐天就会死的，那你们就去死吧，毕竟中国不需要你们这些智障<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>"
是螃蟹呀,4087871596585990,-,-,OPPO R9,第一眼看成古天乐
HTOH掌柜,4087871428197169,-,-,vivo智能手机,"亏得键盘侠只是键盘侠<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>"
然娃198611,4087871411303310,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",OPPO智能手机,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:脑子不好，就多读点书，别再丢人现眼了
薰依泪之紫薰,4087871402899149,Pilot舒克,回复<a href='http://m.weibo.cn/n/薰依泪之紫薰'>@薰依泪之紫薰</a>:谢谢指正。此题说的是促销员，这个算是临时工还是合同工？,iPhone 6s,"回复<a href='http://m.weibo.cn/n/Pilot舒克'>@Pilot舒克</a>:做促销员还怕找不到工作啊？又不是高薪白领，类似工作一抓一大把，我们这儿五六十的大爷大妈再就业的也是一抓一大把，别拿找工作当理由了，重新找个理由吧，是个明白人都觉得这理由不靠谱<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>"
螺丝弟,4087871289382567,穿啥裤子都往下掉,真是一帮蠢货，乐天关门你们高兴，那关门之后的中国员工呢？你们掏钱负责安顿吗？,小米Max,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:嗯，等他们打过来，还在超市慢慢上班吧。。
土豆子炖白菜,4087871268696964,Lady_ladyladylady,"回复<a href='http://m.weibo.cn/n/或会在旁'>@或会在旁</a>:竟然还有300多个智障赞你<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png"" style=""width:1em;height:1em;;""></span>",OPPO R9,回复<a href='http://m.weibo.cn/n/Lady_ladyladylady'>@Lady_ladyladylady</a>:可能是为了让更多人看到这个智障
浮傷年華g将,4087871117692975,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,iPhone 7,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:带你赚钱，每天100以上收入，真实可靠 
风走无期,4087871080609025,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,小米Max,回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:扎心了，我想到我妈是咋把我养大的了
我找到你了终于,4087871055033429,WwwW________,回复<a href='http://m.weibo.cn/n/我找到你了终于'>@我找到你了终于</a>:那你他妈在乐天超市工作吗？不在的话请闭嘴,Android,回复<a href='http://m.weibo.cn/n/WwwW________'>@WwwW________</a>:还有不会说话就闭上你的狗嘴  到处乱吠的玩意 你好好说话别人听不懂？觉得自己特牛逼？
缱绻江南,4087871013613849,芥末酱酱酱,回复<a href='http://m.weibo.cn/n/潇潇715'>@潇潇715</a>:你所谓的大是大非 除了满足虚荣 还有什么用？！本身就是外交不力，但凡跟韩国/美国协调好，还能有乐天什么事儿吗？！以百姓的民生作为牺牲，只是没挨到你头上罢了。超市工作的本来就是经济基础不那么好，学历不那么高的人群，你再让他们去找工作，对于一个家庭来说是怎样的重负？以消防为由停顿真小人,Android客户端,回复<a href='http://m.weibo.cn/n/芥末酱酱酱'>@芥末酱酱酱</a>:国家那么多外交官，军事家，政治家都没有我们普通民众考虑的周到？用你来考虑外交不利？再说，有没有关注劳动法，乐天停业整顿期间是要支付员工工资的，也就是说人家天天在家玩还有工资拿，你看到有乐天的员工或者员工的家属出来闹委屈了吗？
爱情三十六计688,4087871013605952,或会在旁,67家都有消防问题？咱们的消防主管部门平时在干嘛呢？,荣耀6,回复<a href='http://m.weibo.cn/n/或会在旁'>@或会在旁</a>:你是不是早上起床起的太猛了？
幻影Devilskiss,4087870975775072,溪上漂流,粉红蛆如愿以偿，然而它主子早已改变了态度，最近各种巴结美国,魅蓝手机,回复<a href='http://m.weibo.cn/n/溪上漂流'>@溪上漂流</a>:是你巴结你美国爹吧
然娃198611,4087870971389875,Kevin君格君格Durant,闹完之后，下岗的都是中国的员工,OPPO智能手机,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:如果他不滚，闹笑话的就是中国人而不是几百个中国员工，多读点书，有点常识吧
Lotus_十四,4087870798849155,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,iPhone 6,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:比如说你
每日爱上大美女,4087870626558403,-,-,,企业在没有倒闭前，就应该支付工资，这是基本的劳动法常识!那些圣母婊不要乱喷，利用断章取义的文字来欺骗群众。要记住，你爸你妈是中国🇨🇳，你不能找干爹，要找，那你请离开中国🇨🇳，别在这里唧唧歪歪，爱国才能护家!
蒙豆小蒙,4087870619240210,-,-,iPhone 6,中国那么大有手有脚还怕没工作吗
张先生啊啊啊啊,4087870576401927,-,-,魅族 MX5,我们中国有句古话，  自作孽不可活。
能咥两大碗,4087870505789758,-,-,三星 GALAXY S6 edge+,整治韩国这种事就应该国家来做，老百姓不应该背负这样的责任。
我找到你了终于,4087870496967869,WwwW________,回复<a href='http://m.weibo.cn/n/我找到你了终于'>@我找到你了终于</a>:那你他妈在乐天超市工作吗？不在的话请闭嘴,Android,回复<a href='http://m.weibo.cn/n/WwwW________'>@WwwW________</a>:等到这种事情发生到你身上了  你真的什么事情没做躺枪了  而没有人给你说话 你就笑嘻嘻了  不会考虑别人自私自利的人
神秘的我在想,4087870484219111,-,-,OPPO R9s,应该的死去吧
然娃198611,4087870433584779,穿啥裤子都往下掉,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。,OPPO智能手机,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:脑子有坑，没有智商就多读点书
Smage-,4087870408842576,愤怒的小豪猪,回复<a href='http://m.weibo.cn/n/Smage-'>@Smage-</a>:误伤友军,三星GALAXY A,回复<a href='http://m.weibo.cn/n/愤怒的小豪猪'>@愤怒的小豪猪</a>:摸摸头
ffghhtrtgbvc223541,4087870328707298,-,-,荣耀畅玩5X 全网通,多大点个屁事还用国家亲自安排岗位?假如我国真的主动给那几个人提供岗位被打脸的你们也该沉默了吧
勤恳的_老黄牛,4087870073069097,-,-,红米2,这才是国人希望看到的结果
螺丝弟,4087870031597315,温斯顿的花园,毛左意识形态主导下，忽悠义和团小粉红们摒弃理性与向善，释放出人性中的邪恶与仇恨，然后绑架利用小平路线改革开放30年积累的庞大经济体量和国际外交关系，破坏市场经济公平法治，进而施展毛左们的“反美仇日扶朝压韩灭台骗越买菲” 大战略。。朝思暮想“干死美国”做山大王，结果。。害死中国！,小米Max,回复<a href='http://m.weibo.cn/n/温斯顿的花园'>@温斯顿的花园</a>:哦
中国的死忠粉V,4087869943783900,maliry98,我妈以前就做超市的促销……关了一家又开一家？咋的？没了乐天这些人就下岗了？失业了？我觉得是有些人夸大其词了……全国就99家乐天……我们家的小城区一年能关两家超市，日子照样过，我妈照样换着上班找工作……日子苦点，累点……我还是长大了，我妈也到时间休息享福了……,iPad,"回复<a href='http://m.weibo.cn/n/maliry98'>@maliry98</a>:我们这个小城市，总共就五个大型卖场，就一个开的时间长。其他四个卖场都是倒了开，开了倒，开张了，前两个月生意火爆，然后生意惨淡，然后倒闭<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>你这话没毛病"
蓝颜992黄精海参,4087869910155959,-,-,华为手机,一辈子抵制日韩才是王道
Jenny-ackles,4087869880095058,-,-,iPhone客户端,有骨气，是不想缴纳消防罚款吗
KMS_L98,4087869863615703,-,-,OPPO R9,评论里    告诉你们  超市不只有乐天
然娃198611,4087869833948890,猫巷里的树语,希望政府能安顿中国员工吧。。,OPPO智能手机,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:脑子有坑，多点读点书
殺破魚-,4087869775371433,章大人GMAT,这么恶劣的投资环境，还有外企会来吗？,iPhone 5s,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:东南亚一些国家迟早会替代中国，中国说白了就是一个大工厂，早没了什么优势、
KMS_L98,4087869758565805,羞涩的起哄架秧子星人,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",OPPO R9,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:超市不只有乐天
奇偶客人J,4087869674536368,-,-,iPhone 6s Plus,为失去乐天工作的人感到遗憾，但抵制乐天大都是民众自发的，政府为什么背锅，每天失业的再就业的不计其数，难道都要政府给安顿？一个和平的国家才是对我们最好的安顿，键盘侠埋怨祖国埋怨政府，如果政府现在鼓励去韩旅游去韩购物，再引进韩资多开几百家乐天，恐怕那时候键盘侠们又要骂我们祖国无能了吧
