reply_name,name,text,source,comment_id,reply_text
esun123,少管闲事多吃屁多管闲事少拉稀,回复<a href='http://m.weibo.cn/n/esun123'>@esun123</a>:那你就滚呗,,4087531232998162,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:很多小粉红的论点是萨德就是针对中国，攻击中国，等同于要了他们的命！而朝鲜的核弹只是吓唬吓唬，撒娇而已！一个国家动用卑鄙手段攻击一个合法企业，这很正当！不知道其他外企怎么想？一个良好法治的经营环境都没有，那我干嘛要来你国？
说个晚安,Bert_張昊,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:你爹裤衩子也变成蓝色了,iPhone 6s,4087531211243207,你们有没有发现微博的赞变成蓝色了
-,正哥哥6688,好多汉奸带节奏 大家不要被影响哦,iPhone 6,4087531186195173,-
-,队长家滴妮妮,关家超市就没工作了吗？不能再找吗，想想下一代，别只看眼前利益，战争最苦的是人民自己,华为P9手机摄影再突破,4087531186050025,-
十英寸的英雄,爆笑橙橙子,回复<a href='http://m.weibo.cn/n/十英寸的英雄'>@十英寸的英雄</a>:想做网拍的美女宝宝私我哟😇,够快才畅快vivo X6S,4087531177796502,停业期间必须支付雇员工资这才是最重要的
舒克家的贝塔塔,一支寒冰箭千军万马来相见,回复<a href='http://m.weibo.cn/n/舒克家的贝塔塔'>@舒克家的贝塔塔</a>:不同的声音就是汉奸走狗？多读点书，对你有好处。,iPad mini4,4087531136077063,"这条微博一堆恶心的汉奸走狗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tu-65768ccc23.png"" style=""width:1em;height:1em;;""></span>"
Kevin君格君格Durant,呱呱呱花花花baby,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:东家不打打西家？乐天又不是养你全家,iPhone 6s,4087531127137599,闹完之后，下岗的都是中国的员工
不见南山717,勺子不吃烤冷面,回复<a href='http://m.weibo.cn/n/不见南山717'>@不见南山717</a>:首先，并没有说拒绝外资，其次，中国对外资的依赖倒还真没你想象的那么厉害,iPhone 6s,4087531123588180,回复<a href='http://m.weibo.cn/n/勺子不吃烤冷面'>@勺子不吃烤冷面</a>:没有了外资合资企业，怕是真的有上亿的产业工人要失业。
-,非典型80代,工作不好找啊,iPhone 6,4087531122942099,-
-,如果你懂得照顾我的猫咪,关一家乐天，中国可以开好多家小超，我们的群众都可以当老板了，哈哈哈,自拍大明星•美图M6s,4087531102493543,-
竹生青宁,LV_away,"回复<a href='http://m.weibo.cn/n/竹生青宁'>@竹生青宁</a>:也就写写代码<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>不跟你这种没有出过国的绿蛆一样在这酸<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>你算哪根葱？玩真的你玩不起<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",iPhone,4087531097772590,回复<a href='http://m.weibo.cn/n/短腿夸父'>@短腿夸父</a>:哟，阿里研究院也有网评员指标了？——还是那句话，知之为知之，不知为不知，您找得到我院电话并进行举报，那可欢迎得很。也许您还能接通毛主席的电话呢。
羞涩的起哄架秧子星人,神秘小号_X,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:非常爆笑了,华为P9手机摄影再突破,4087531089994195,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
-,大夫小Q,只要不是违法犯罪形式的抵制大家没必要太苛责 你可以支持萨德我也可以不买你东西 韩国满大街的现代 难道是因为买不起好车或者现代质量最好吗？ 我宁愿生活在一个这样的国家也不想生活在一个人家把反导弹系统安在家门口还照常歌舞升平的 历史上鼎盛安逸时期发生过什么 别忘记,iPhone 6s,4087531060099078,-
说个晚安,小时候可猛了z,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:你没有发现点赞以后你脑袋变绿了吗,iPhone 7,4087531043711013,你们有没有发现微博的赞变成蓝色了
说个晚安,Asiacoffee,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:DSB,三星GALAXY A,4087531043708409,你们有没有发现微博的赞变成蓝色了
章大人GMAT,黄文致,//<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:这么恶劣的投资环境，还有外企会来吗？,OPPO R9s Plus,4087531035310827,-
esun123,橙子酱-D,回复<a href='http://m.weibo.cn/n/esun123'>@esun123</a>:大家猜猜这位是哪国人？,iPad mini,4087531014651398,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:很多小粉红的论点是萨德就是针对中国，攻击中国，等同于要了他们的命！而朝鲜的核弹只是吓唬吓唬，撒娇而已！一个国家动用卑鄙手段攻击一个合法企业，这很正当！不知道其他外企怎么想？一个良好法治的经营环境都没有，那我干嘛要来你国？
孔小孔1992,实事谈弹堂,回复<a href='http://m.weibo.cn/n/孔小孔1992'>@孔小孔1992</a>:国家都没了？说什么鬼话，这片土地已经存在几万年了,iPhone 7 Plus,4087531001287509,下岗下岗下岗你妹啊？国家到时候都没了你们还在为自己一些蝇头小利斤斤计较！告诉你们乐天没了肯定会有其他超市取而代之，这是市场规则，还一个个挺会说话的样子，傻x。
-,mac0228,"大力引进外资的前景就是这样了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png"" style=""width:1em;height:1em;;""></span>",iPhone 6 Plus,4087530984785002,-
羞涩的起哄架秧子星人,一个不酷的昵称,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:哈哈哈.你这智商也是笑死我了,iPhone 6s,4087530980312635,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
-,小浣熊最爱吃棉花糖,说下岗没工作的亲们，那么多大型连锁超市我不信关了这些还开不起来别的超市了？,iPhone SE,4087530976534014,-
-,弥猫深巷少女3,一大批失业人员。哎……,iPhone,4087530976387387,-
孔小孔1992,正哥哥6688,回复<a href='http://m.weibo.cn/n/孔小孔1992'>@孔小孔1992</a>:挺你兄弟,iPhone 6,4087530963940752,下岗下岗下岗你妹啊？国家到时候都没了你们还在为自己一些蝇头小利斤斤计较！告诉你们乐天没了肯定会有其他超市取而代之，这是市场规则，还一个个挺会说话的样子，傻x。
穿啥裤子都往下掉,大不列颠北极海域,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:对啊对啊，等导弹打到你家门口的时候你还拍手叫好呢，是不是觉得还好你没抵制乐天，终于可以安乐死了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,4087530959742555,萨德是目前世界上最厉害的武器。因为它不仅仅可以发现导弹，还可以发现SB。
esun123,我没有节操怎么想都是你们的错,回复<a href='http://m.weibo.cn/n/esun123'>@esun123</a>:希望请你立刻走出我们国家 谢谢,iPhone客户端,4087530959337485,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:很多小粉红的论点是萨德就是针对中国，攻击中国，等同于要了他们的命！而朝鲜的核弹只是吓唬吓唬，撒娇而已！一个国家动用卑鄙手段攻击一个合法企业，这很正当！不知道其他外企怎么想？一个良好法治的经营环境都没有，那我干嘛要来你国？
辣白菜yo,Kwinxp,回复<a href='http://m.weibo.cn/n/辣白菜yo'>@辣白菜yo</a>:间谍和水军，一群死妈的畜牲,小米手机5,4087530951198191,"回复<a href='http://m.weibo.cn/n/橓浠大大大'>@橓浠大大大</a>:这些人不一定是中国人吧我觉得，可能是间谍<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>"
-,女人现在不努力等待合适,失业了可以在找一个，超市基本都是流动性人比较多。这个我还是了解一点,红米Note 3,4087530909363657,-
-,场记说,让我感到唏嘘的是，政府部门想要关谁的门，消防法规真是个万金油，公权力大笔一挥写几条莫须有的条款就能让人立刻关门……二十年前这招玩的通，现在依然玩得通……,360手机N4A,4087530905738770,-
段子集散地,我是深夜诗人呀,回复<a href='http://m.weibo.cn/n/段子集散地'>@段子集散地</a>:你看他微博就懂了，已经被洗脑了。,Android,4087530905466453,回复<a href='http://m.weibo.cn/n/凯乾福'>@凯乾福</a>:您都多大年纪了，还学孩子思想叫着“小粉红”，小孩不懂事，你这大个人啥也不懂么？
-,-cherish___SyL,"只亏这么点钱算爸爸输<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,4087530901536556,-
-,舒克家的贝塔塔,"中国就是太放纵评论里这堆汉奸走狗了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heixian-4cbb6a297e.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,4087530884023176,-
-,用户5269497686,巴掌大的国家敢这么得瑟，看你是好日子过到头了,告别不快vivo V3Max,4087530871242107,-
-,泡沫与茶,乐天撤出中国吧！,小米手机4,4087530867643497,-
-,Melody丶菟丫,"干得漂亮<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_wabishi-f5765407f7.png"" style=""width:1em;height:1em;;""></span>",三星Galaxy NOTE III,4087530863749206,-
-,星空下的巨蟹,谁都没错，只是身处的位置不同,,4087530842449398,-
-,露哥歌哟,现在就该抵制美国日本了。,OPPO R9s,4087530821456778,-
-,刘紧刘仅刘瑾刘锦,怪我咯,iPhone 6s,4087530817259937,-
Kevin君格君格Durant,抱起一只小滚滚,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:怎么着？你是准备在乐天关了之后在那建个坟地住你全家么？,华为手机,4087530799926823,闹完之后，下岗的都是中国的员工
红太狼和灰太狼大爷,罒铁蛋,回复<a href='http://m.weibo.cn/n/红太狼和灰太狼大爷'>@红太狼和灰太狼大爷</a>:人家拍拍屁股走人，付啥工资？你见哪家公司倒闭了还给员工发工资的？,iPhone 7,4087530795731353,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:没看到停业也要支付工资？
章大人GMAT,隐姓埋名的薇围尾蔚-_-,回复<a href='http://m.weibo.cn/n/章大人GMAT'>@章大人GMAT</a>:中国的钱最好挣，会没人来？？有钱不挣你以为外国脑残啊？,Android客户端,4087530783669314,这么恶劣的投资环境，还有外企会来吗？
-,梦想有可望,垃圾我都没见过乐天,Android,4087530775832891,-
羞涩的起哄架秧子星人,用户6002291307,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:没有韩国的企业还有其他国家或者国内的企业，日子总会过得,魅蓝 Note2,4087530771635808,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
我就是不会改真名,新新豆腐坊,回复<a href='http://m.weibo.cn/n/我就是不会改真名'>@我就是不会改真名</a>:中间过渡时期工资谁给？,iPhone 5s,4087530754280998,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:乐天不做了，会有其他超市入驻的
橓浠大大大,三生阴晴圆缺c,"回复<a href='http://m.weibo.cn/n/橓浠大大大'>@橓浠大大大</a>:这些人不一定是中国人吧我觉得，可能是间谍<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",OPPO R9s,4087530691154475,总有那么些圣人一天到晚杞人忧天。乐天关了跟特么员工安置有毛线关系！你以为这是什么时代！能提供工作的就特么乐天一家啊！悲天悯人但没有脑子有个锤子用！
你是不是神经病阿,小文静啊,"回复<a href='http://m.weibo.cn/n/你是不是神经病阿'>@你是不是神经病阿</a>:说得好<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-4ac2b70b8f.png"" style=""width:1em;height:1em;;""></span>",OPPO智能手机,4087530670158547,"回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:那你算过会有多少枚导弹随手降临你头顶嘛<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
说个晚安,李瑞丽,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:没有，滚,iPhone 7,4087530645120399,你们有没有发现微博的赞变成蓝色了
-,陆予非70373,成都地区的乐天关门了吗,荣耀3X畅玩版,4087530644969384,-
短腿夸父,竹生青宁,回复<a href='http://m.weibo.cn/n/短腿夸父'>@短腿夸父</a>:哟，阿里研究院也有网评员指标了？——还是那句话，知之为知之，不知为不知，您找得到我院电话并进行举报，那可欢迎得很。也许您还能接通毛主席的电话呢。,微博 weibo.com,4087530637267139,"回复<a href='http://m.weibo.cn/n/竹生青宁'>@竹生青宁</a>:别和我扯这些乱七八糟的东西<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>我只知道老祖宗没有教会我来这像你一样酸<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>你要是闲的慌，我可以给你找点事情做<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>文史研究院不纳入国家事业单位范畴？难道是你们自己创的“民办”单位？民办的这名字都申请不下来吧？刚好我也在研究院，不过是阿里研究院<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
罒铁蛋,我就是不会改真名,回复<a href='http://m.weibo.cn/n/罒铁蛋'>@罒铁蛋</a>:如果生意好，别的超市不会去赚钱？生意不好还不是迟早要倒,iPhone 7,4087530628827883,回复<a href='http://m.weibo.cn/n/我就是不会改真名'>@我就是不会改真名</a>:你替政府做主了，你给安排 ？
黄太子老师,Hound桑铎,回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:全是你爹,金立S9 双摄柔光自拍,4087530624669591,唉！真是流氓国家
-,耶琳-,有人真的脑壳遭门夹了 你咋不关心下残疾人 你咋不关心下贫困地区的人 有国才有家 有家才有你,iPhone 6s,4087530620471511,-
Kevin君格君格Durant,由頔,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:这种评论就好像中国人一定要给韩国人打工一样，说出来不经大脑！,iPhone 6,4087530619929479,闹完之后，下岗的都是中国的员工
猫巷里的树语,最强无敌可爱二驴子,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:大润发 苏果世纪联华 不会接手吗？,iPhone 6 Plus,4087530615994267,希望政府能安顿中国员工吧。。
Kevin君格君格Durant,Michellelen,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:只有乐天有工作？,iPhone 6s,4087530594370090,闹完之后，下岗的都是中国的员工
我就是不会改真名,宝鸡的秦岭雪景,回复<a href='http://m.weibo.cn/n/我就是不会改真名'>@我就是不会改真名</a>:没有萨德，你以为就有威慑了？,nubia Z7,4087530590802891,回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:以前抵制日本我都不支持，但是这次必须抵制乐天。你想想所有飞机起飞、导弹发射他全都在最快时间能发现。那不等于知道了所有的机场导弹发射点？那所有隐蔽的地方都能成为活靶子！对美国和日本台湾还有军事威慑力？还有中国制裁不了美国）所以只能去搞韩国，如果不杀鸡儆猴，那可就真完了！
想太多君,小马过过过过过过河,回复<a href='http://m.weibo.cn/n/想太多君'>@想太多君</a>:你以为投资是靠跪舔的？,iPhone 5s,4087530587146741,谁还敢来投资
-,full_mrz_overdose,"乐天不开了总有超市去开。这样新开超市不就又会要员工了么，真不知道那些人有什么好喷的<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,4087530561411843,-
猫巷里的树语,名字是什么可以吃吗IDONOTCARE,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:这些员工真的能拿到工资吗？不用上班还发工资这种事真能有？还不是失业了再找工作,红米Note4,4087530544614495,希望政府能安顿中国员工吧。。
-,一禅_,不作死就不死,三星android智能手机,4087530536751739,-
Kevin君格君格Durant,用户5269497686,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:谁说的,告别不快vivo V3Max,4087530535639452,闹完之后，下岗的都是中国的员工
勺子不吃烤冷面,不见南山717,回复<a href='http://m.weibo.cn/n/勺子不吃烤冷面'>@勺子不吃烤冷面</a>:没有了外资合资企业，怕是真的有上亿的产业工人要失业。,三星 GALAXY Note 5,4087530531605228,回复<a href='http://m.weibo.cn/n/AA____Alice'>@AA____Alice</a>:对啊，都不知道在这里心疼个外国企业心疼得这么起劲到底为了什么，好像中国没有它就有上亿人失业了一样，一个外国企业做出了会让我们国家利益有这么大损失的事，如果还有开开心心地继续在这里捞钱，我觉得不止是政府的悲哀，也是国民的悲哀
-,Sibyl-o7,评论里还有这么多圣母婊，也难怪人家不怕你中国人,iPhone 6s,4087530515431129,-
说个晚安,vvvvvre,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:难道你不知道可以再让他变成灰色？,华为手机,4087530506670150,你们有没有发现微博的赞变成蓝色了
不知归期丶,穿啥裤子都往下掉,回复<a href='http://m.weibo.cn/n/不知归期丶'>@不知归期丶</a>:这么恨？把你的苹果砸了吧,iPhone 6,4087530494763667,"回复<a href='http://m.weibo.cn/n/穿啥裤子都往下掉'>@穿啥裤子都往下掉</a>:<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>关了乐天，你以为别的超市不会开了嘛？杞人忧天"
-,香蕉熊小豆,真是有骨气，千万可别回来了谢谢你嘞,iPhone 6 Plus,4087530485830898,-
Kevin君格君格Durant,我没有节操怎么想都是你们的错,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:层主知道每年失业人员有多少么 差乐天这几个人？,iPhone客户端,4087530485298211,闹完之后，下岗的都是中国的员工
羞涩的起哄架秧子星人,梦雪之恋_,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:100家乐天超市倒下去，100家中国超市站起来！几个破超市能影响啥，要的就是个态度！,iPhone 7,4087530460636146,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
猫巷里的树语,也就一过客V,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:下岗工人，由义和团安排。完毕,HUAWEI Mate 8,4087530460128284,希望政府能安顿中国员工吧。。
双层200抽,一支寒冰箭千军万马来相见,回复<a href='http://m.weibo.cn/n/双层200抽'>@双层200抽</a>:移民了你是我孙子？昂？,iPad mini4,4087530456287437,回复<a href='http://m.weibo.cn/n/一支寒冰箭千军万马来相见'>@一支寒冰箭千军万马来相见</a>:是啊快移民  不移民是孙子
-,by橙子呀,看着一大堆评论下岗下岗我就呵呵哒了，超市导购员又不是什么难应聘的岗位，这家没有了就会有下一家顶上来，,Android客户端,4087530422850708,-
chenfang,小马过过过过过过河,回复<a href='http://m.weibo.cn/n/chenfang'>@chenfang</a>:还外资，你对外资懂个几把在这瞎bb，你认为是流氓国家你别在这，滚犊子,iPhone 5s,4087530405592147,流氓国家，外资估计看的很清楚了，唉……
李晶磊,眼瘾69,回复<a href='http://m.weibo.cn/n/李晶磊'>@李晶磊</a>:你看到有从乐天出来的员工闹事吗？瞎鸡吧操心,iPhone 6 Plus,4087530402385686,然后中国员工大量失业
-,让给别人可惜,"接着闹，别忘了下岗的是中国员工<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>",iPhone 6s Plus,4087530397504949,-
猫巷里的树语,流浪之吉他,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:小粉红养活他们,iPhone 7,4087530397202344,希望政府能安顿中国员工吧。。
黄太子老师,这昵称可以改吗,回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:目测被骂的屎都出来了,vivo智能手机,4087530381305006,唉！真是流氓国家
-,晨梦未晞,"韩国为了防御朝鲜核弹而布置萨德，中国为了自我安全抵制韩国萨德，国家是没有错的，既然是中国人，就得站在自己国家这边，但是我们也希望朝鲜这个根源不要再作死了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heng-5670fca4fa.png"" style=""width:1em;height:1em;;""></span>",小米Note,4087530380711561,-
-,竹桃桃,1人民币=161韩元（2017-03-21）,iPhone 6s,4087530368704475,-
-,年画派大当家,活该,HUAWEI Mate 8,4087530363641121,-
羞涩的起哄架秧子星人,尹匡美丽的双唇,回复<a href='http://m.weibo.cn/n/羞涩的起哄架秧子星人'>@羞涩的起哄架秧子星人</a>:白痴，就这么几家门店能有多大的市场，完全可以被本地市场快速消化。,华为P9手机摄影再突破,4087530359717648,"算过有多少人失业么？影响多少下游供货商？直接或间接影响多少家庭么？国家面前不就业<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>"
小小任的daddy,罒铁蛋,回复<a href='http://m.weibo.cn/n/小小任的daddy'>@小小任的daddy</a>:但愿像你所说的 国内经济欣欣向荣。,iPhone 7,4087530355935418,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:不要担心 乐天走了 其他连锁会马上进驻的 选择门店的要求都差不多 还是有需求的 所以会有接盘的
Kevin君格君格Durant,用户6002291307,回复<a href='http://m.weibo.cn/n/Kevin君格君格Durant'>@Kevin君格君格Durant</a>:知道什么叫国家吗？有国才有家，国家安全都是问题了，你这班还能上的好吗？,魅蓝 Note2,4087530342922576,闹完之后，下岗的都是中国的员工
李小朴,Ich--liebe_dich,"回复<a href='http://m.weibo.cn/n/李小朴'>@李小朴</a>:完了完了这年头好多人咋都喜欢上吃屎了呢<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-7f3b022e72.png"" style=""width:1em;height:1em;;""></span>",柔光自拍vivo X7Plus,4087530334275714,棒子国有萨德，但中国有萨逼啊！谁怕谁啊！
黄太子老师,实事谈弹堂,回复<a href='http://m.weibo.cn/n/黄太子老师'>@黄太子老师</a>:先是抵制日本，再抵制美国，然后制抵菲律宾，现在抵制韩国……这样抵制下去是什么结果？世界抵制中国！,iPhone 7 Plus,4087530317731481,唉！真是流氓国家
竹生青宁,LV_away,"回复<a href='http://m.weibo.cn/n/竹生青宁'>@竹生青宁</a>:别和我扯这些乱七八糟的东西<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;;""></span>我只知道老祖宗没有教会我来这像你一样酸<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>你要是闲的慌，我可以给你找点事情做<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>文史研究院不纳入国家事业单位范畴？难道是你们自己创的“民办”单位？民办的这名字都申请不下来吧？刚好我也在研究院，不过是阿里研究院<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;;""></span>",iPhone,4087530283935128,回复<a href='http://m.weibo.cn/n/短腿夸父'>@短腿夸父</a>:您先查查啥叫西坝河文史研究院。知之为知之，是知也。
-,舒克家的贝塔塔,"这条微博一堆恶心的汉奸走狗<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tu-65768ccc23.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,4087530280867781,-
-,话话么么,评论里的部分网友到底是哪国人？国家不行动你喷，国家行动了你又说卑鄙，真是卧槽！,iPhone 7 Plus,4087530267900260,-
-,Michellelen,干得漂亮,iPhone 6s,4087530267760853,-
说个晚安,Meow的地墩子,回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:在你楼下试了一下，没变，孙子儿,iPhone 6,4087530243078019,你们有没有发现微博的赞变成蓝色了
木土石头,只要萌无所不能,"回复<a href='http://m.weibo.cn/n/木土石头'>@木土石头</a>:突然无语了，为你的智商感到担忧<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span><span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;;""></span>",iPhone 6,4087530200972635,这样以后谁还敢来？放纵三胖造成了今天两败俱伤的后果。
说个晚安,Starry--Ocean,"回复<a href='http://m.weibo.cn/n/说个晚安'>@说个晚安</a>:听了你的，赞了楼上的发现不是<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;;""></span>",iPhone 6s,4087530196231172,你们有没有发现微博的赞变成蓝色了
我没有节操怎么想都是你们的错,m带着笑或是很沉默,回复<a href='http://m.weibo.cn/n/我没有节操怎么想都是你们的错'>@我没有节操怎么想都是你们的错</a>:你这种狗就会得谁咬谁,iPhone 6,4087530187991943,回复<a href='http://m.weibo.cn/n/猫巷里的树语'>@猫巷里的树语</a>:政府不是你爹妈 还啥都依着你了？
